Title,Company_Name,Salary,DateSub,Deadline,Place,Way,Level,Description,Requirement,Rights,Headquater,Srcpic,Company_Place,Company_Scale
Nhân Viên Theo Dõi Đơn Hàng (Merchandiser),"Công Ty TNHH Đông Nam Việt Nam (Dong Nam Co., Ltd)",8 - 12 triệu,12/06/2024,20/07/2024,TP.HCM,Nữ,2 năm,"- Cập nhật, theo dõi hàng tiến độ từ lúc bắt đầu sản xuất cho đến khi xuất hàng. - Đặt phụ liệu (nếu có), cung cấp phụ liệu cho phòng mẫu, - Kiểm tra mẫu gửi khách hàng duyệt, - Làm packing list, làm bảng màu cho sản xuất.",- Biết Tiếng Anh là một lợi thế - Điều Kiện có kinh nghiệm làm nhân viên kế hoạch sản xuất bên ngành may mặc ít nhất 2 - 3 năm,"- Thu nhập: 8 – 12 triệu (có thể cao hơn tùy vào năng lực của ứng viên) - Được tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của nhà nước - Được hưởng các chế độ phúc lợi như: sinh nhật, ốm đau, kết hôn, tham quan nghỉ mát và các chế độ khác theo quy định của công ty và Nhà nước. - Lương tháng 13, phép năm đầy đủ - Tăng lương định kỳ 1 năm/lần hoặc đột xuất nếu làm tốt. - Môi trường làm việc trẻ trung, thân thiện. - Cơ hội học tập và phát triển nghề nghiệp trong môi trường năng động. - Nghỉ Lễ, Tết theo quy định nhà nước - Sếp tâm lý, hỗ trợ tận tâm - Được đi du lịch hàng năm cùng công ty","304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/a85fd3de1a1c4c62a31f63094ff979f0_1527648004_ng_nam.png,"304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",Trên 300 người
Nhân Viên Thống Kê Sản Xuất,"Công Ty TNHH Đông Nam Việt Nam (Dong Nam Co., Ltd)",10 - 15 triệu,12/06/2024,20/07/2024,TP.HCM,2,1 năm,"- Thống kê báo cáo sản lượng - Theo dõi xuất nhập hàng bán thành phẩm gia công - Thống kê định kỳ - báo cáo hàng hóa xuất nhập tồn - Cấp phát phụ liệu, thiết bị máy móc - Trao đổi cụ thể hơn khi phỏng vấn","• Tốt nghiệp chuyên ngành Kế toán, Thống kê; • Ưu tiên có kinh nghiệm thống kê sản xuất trong ngành May Mặc • Sức khỏe tốt, cẩn thận, chịu khó học hỏi, năng động, trung thực, nhanh nhẹn.","• Mức lương: Thỏa thuận theo năng lực • Thu nhập hấp dẫn, theo năng lực làm việc. • Môi trường làm việc ổn định, chuyên nghiệp cao. • Các chế độ bảo hiểm BHXH, BHYT, BHTN đầy đủ theo quy định pháp luật. • Tháng lương thứ 13. • Thưởng cuối năm theo kết quả kinh doanh. • Thưởng lễ tết, lương bổ sung năm và các chế độ phúc lợi của Công ty. • Quà tặng các ngày Lễ và các phúc lợi khác theo quy định Công ty.","304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/a85fd3de1a1c4c62a31f63094ff979f0_1527648004_ng_nam.png,"304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",Trên 300 người
Merchandise Manager (Quản Lý Md),"Công Ty TNHH Đông Nam Việt Nam (Dong Nam Co., Ltd)",15 - 20 triệu,12/06/2024,20/07/2024,TP.HCM,2,4 năm,• Quản lý khâu nhận nguyên phụ liệu đầu vào. • Làm việc trực tiếp với Sales team và nhà máy về các vấn đề liên quan đến nguyên phụ liệu. • Theo dõi kế hoạch sản xuất hàng ngày và thời gian giao hàng. • Nhập liệu trên hệ thống và làm các công việc có liên quan. • Chi tiết trao đổi khi phỏng vấn,"• Nắm vững các qui trình, tiêu chuẩn trong sản xuất ngành May Mặc • Kỹ năng giao tiếp, có khả năng giám sát, phân tích, đánh giá, xử lý tình huống tốt. • Có khả năng quản lý nhóm • Tốt nghiệp Đại học các chuyên ngành Công nghệ may, Kĩ thuật may và các ngành nghề khác có liên quan. • Có khả năng chịu được áp lực công việc. • Có khả năng làm việc độc lập và làm việc theo nhóm. • Tiếng Anh giao tiếp • Sử dụng MS Office thành thạo. • Ưu tiên cho ứng viên có kinh nghiệm 4 - 5 năm ngành may mặc.","• Mức lương: Thỏa thuận theo năng lực • Thu nhập hấp dẫn, theo năng lực làm việc. • Môi trường làm việc ổn định, chuyên nghiệp cao. • Các chế độ bảo hiểm BHXH, BHYT, BHTN đầy đủ theo quy định pháp luật. • Tháng lương thứ 13. • Thưởng cuối năm theo kết quả kinh doanh. • Thưởng lễ tết, lương bổ sung năm và các chế độ phúc lợi của Công ty. • Quà tặng các ngày Lễ và các phúc lợi khác theo quy định Công ty.","304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/a85fd3de1a1c4c62a31f63094ff979f0_1527648004_ng_nam.png,"304 Trịnh Thị Miếng, Ấp Đông, thới Tam thôn, Hóc Môn, HCM",Trên 300 người
Nhân Viên Kinh Doanh,Công Ty TNHH Ntpm Việt Nam,7 - 15 triệu,12/06/2024,30/06/2024,TP.HCM,10,,"Đảm bảo đáp ứng được nhu cầu về doanh số tại từng khu vực mà mình quản lý. Thường xuyên liên hệ với các đại lý/ nhà phân phối/ các siêu thị để nắm bắt thông tin thị trường. Hỗ trợ khách hàng trưng bày mẫu mã, kệ trưng bày... theo quy định nhận diện thương hiệu của Công ty (sản phẩm giấy Premier dễ bán) Thực hiện và theo dõi các chương trình chăm sóc khách hàng, các chương trình hậu mãi, khuyến mãi hoặc các chương trình khác của Công ty. Nắm bắt các thông tin, các hoạt động kinh doanh của đối thủ cạnh tranh. Xử lý và giải quyết mọi vấn đề phát sinh với khách hàng. Theo dõi và giám sát chặt chẽ các khoản phải thu từ khách hàng do mình phụ trách. Đảm bảo hàng tồn kho luôn được giữ 30-35% tại kho của nhà phân phối. Thăm dò ý kiến khách hàng nhằm đo lường sự hài lòng của khách hàng qua từng giai đoạn, cũng như nhằm phát triển thêm thị trường và thương hiệu sản phẩm. Tổng hợp các biên bản khiếu nại và gửi về nhóm trợ lý kinh doanh/ marketing để tiến hành các hành động khắc phục tiếp theo. Địa điểm phỏng vấn và làm việc; SỐ 210, MIẾU BÌNH ĐÔNG, BÌNH HƯNG HÒA A, BÌNH TÂN, TP. HỒ CHÍNH MINH","Ưu tiên có kinh nghiệm trong ngành giấy vệ sinh. Có khả năng Giải quyết vấn đề, sắp xếp công việc. Chăm chỉ Ưu tiên những người thành thạo ở khu vực HCM được phân công.","Lương cứng 6tr - 8tr + hoa hồng hàng tháng (7tr đến 15tr). • Tham gia đầy đủ các chế độ BHXH,BHTN,... • Được có cơ hội đào tạo, phát triển công việc. • Đánh giá tăng lương định kỳ hằng năm. • Cung cấp trang thiết bị đầy đủ để phục vụ cho công việc. • Thưởng thành tích, thưởng lễ tết, lương tháng 13, thưởng thâm niên. • Môi trường làm việc chuyên nghiệp, có lộ trình thăng tiến rõ ràng. • Tham gia Company Trip hàng năm; Tiệc Tất Niên.... • Nghỉ ngày phép, lễ, tết theo quy định của Nhà nước.""","Số 22 Vsip II-A, Đường số 23, Khu công nghiệp Việt Nam-Singapore II-A, phường Vĩnh Tân, thị xã Tân Uyên, tỉnh Bình Dương, Việt Nam",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/59fa97f641b76_1509595126.png,"Số 22 Vsip II-A, Đường số 23, Khu công nghiệp Việt Nam-Singapore II-A, phường Vĩnh Tân, thị xã Tân Uyên, tỉnh Bình Dương, Việt Nam",Trên 300 người
"Nhân Viên Telesales, Bán Hàng Qua Điện Thoại - Khu Vực Bình Dương (Đi Làm Ngay)",CÔNG TY TNHH MTV THANH VƯƠNG PHÁT,8 - 20 triệu,04/06/2024,30/06/2024,Bình Dương,Nữ,,"Tư vấn các phẩm phẩm về xe máy thông qua các cuộc gọi , tin nhắn nhằm hỗ trợ khách hàng một cách nhanh chóng Tư vấn mời gọi khách hàng ghé mua hàng hoặc chốt đơn trên điện thoại Có sẵn nguồn data Chăm sóc khách hàng cũ và mới để mở rộng thị trường Sẵn sàng , chủ động tìm kiếm thêm Khách hàng mới thông qua các kênh truyền thông như Facebook, Zalo, Youtube, Tiktok,... là 1 lợi thế Thực hiện một số công việc văn phòng Thực hiện các công việc khác theo yêu cầu của quản lý ĐỊA ĐIỂM LÀM VIỆC : Bến Cát & Thủ Dầu Một Thời gian làm việc: giờ hành chính , fulltime","Giới tính Nữ độ tuổi từ 20-26 KHÔNG YÊU CẦU BẰNG CẤP , KINH NGHIỆM => SẼ ĐƯỢC ĐÀO TẠO Ưu tiên ứng viên có kinh nghiệm bán hàng online Ứng viên có kinh nghiệm ngành xe máy hoặc tài chính tiêu dùng là 1 lợi thế Giọng nói dễ nghe Nắm bắt được tâm lý khách hàng và đặt câu hỏi nhằm phân loại đối tượng khách hàng tiềm năng Biết sáng tạo, sản xuất nội dung video là 1 lợi thế","Thu nhập được thỏa thuận theo năng lực và được trao đổi kỹ trong quá trình phỏng vấn từ 8-20tr/tháng hoặc hơn theo năng lực Được Phụ cấp: ăn trưa, chuyên cần, xăng xe … => Tiền phụ cấp các khoản là 1,200,000/ tháng Được thưởng lễ, tết… theo chế độ công ty Được đóng bảo hiểm theo đúng luật định : BHXH, BHYT, BHTN Môi trường làm việc chuyên nghiệp mang đặc bản sắc văn hóa riêng của công ty tạo điều kiện tối đa để nhân viên phát huy nội lực bản thân Được tham gia đào tạo, hướng dẫn ngay khi bắt đầu công việc","Số 359, Khu phố Phú Nghị, Phường Hoà Lợi, Thị xã Bến Cát, Tỉnh Bình Dương",https://cdn1.vieclam24h.vn/tvn/images/default/2021/11/25/images/163780535555.jpeg,"Số 359, Khu phố Phú Nghị, Phường Hoà Lợi, Thị xã Bến Cát, Tỉnh Bình Dương",150 - 300 người
Nhân Viên Hành Chính Văn Phòng,Công Ty TNHH Đầu Tư Phát Triển Và Thương Mại Mac Việt Nam,7 - 12 triệu,07/06/2024,20/06/2024,Hà Nội,3,,- Kiểm tra tính đúng đủ của bộ chứng từ - Nhập dữ liệu vào hệ thống một cách chính xác và nhanh chóng - In đơn hàng - Làm báo cáo giao nhận hàng trong ngày - Lưu chứng từ một cách khoa học - Kiểm số lượng hàng hóa xác thực với số lượng ghi trên chứng từ - Các công việc liên quan theo sự hướng dẫn của quản lý.,"- Cẩn thận, ham học hỏi, lanh lẹ - Thành thạo vi tính văn phòng","- Mức lương: 7.000.000 - 12.000.000, thỏa thuận khi phỏng vấn -  Lương thử việc: 85% lương cơ bản - Phụ cấp cơm trưa - Được tham gia đầy đủ các chế độ BHXH, BHYT & BHTN. - Chế độ bảo hiểm chăm sóc sức khỏe, bảo hiểm tai nạn - Thường xuyên được tham gia các khóa đào tạo - Du lịch hàng năm, tham gia các họat động vì cộng đồng","Tầng 1 Số 50 Lê Duẩn, Phường Văn Miếu, Quận Đống đa, Hà Nội",https://cdn1.vieclam24h.vn/images/default/2024/04/09/photo_2024-04-01_17-13-29_171265698175.jpg,"Tầng 1 Số 50 Lê Duẩn, Phường Văn Miếu, Quận Đống đa, Hà Nội",10 - 150 người
"Nhân Viên Kinh Doanh Thu Nhập 12 - 30 Triệu Tại Hải Phòng, Hà Nội, Đà Nẵng",Công Ty Cổ Phần Xnk Tnt Việt Nam - Chi Nhánh Hải Phòng,12 - 30 triệu,12/06/2024,30/06/2024,"Hải Phòng , Hà Nội , Đà Nẵng",Nam,,"- Quản lý hệ thống và phát triển khách hàng theo data có sẵn và phát triển thêm khách hàng trong khu vực quản lý - Đại diện thương mại cho Công ty để giao dịch và quản lý hệ thống khách hàng khu vực Thành Phố và Tỉnh. - Xây dựng khách hàng mới trong lĩnh vực dụng cụ cầm tay, máy hàn, máy bơm nước... - Tư vấn bán hàng qua điện thoại/zalo tại văn phòng - Thực hiện những chuyến đi công tác thăm khách hàng (có chi phí công tác).","- Giới tính: Nam - Độ tuổi: Từ 22-29 - Bằng cấp: Tốt nghiệp ĐẠI HỌC/CAO ĐẲNG chuyên ngành QTKD, MARKETING, KINH TẾ,... - Kinh nghiệm: Tối thiểu 1 năm ở vị trí tương đương - Tư chất tốt, đạo đức tốt - Nhiệt tình, chịu khó, ham học hỏi - Nhanh hẹn, chủ động, giao tiếp tốt, biết đàm phán và khả năng giải quyết tình huống tốt - Có khả năng làm việc độc lập và làm việc theo nhóm - Chịu được áp lực công việc","- Thu nhập: 12 - 30 triệu/tháng (lương cơ bản, lương doanh thu, hoa Hồng 3-5%). - Nghỉ chiều Thứ 7 và ngày Chủ Nhật - Các ngày lễ, Tết nghỉ theo quy định Nhà nước - Phúc lợi: đầy đủ theo quy định của Luật Lao động - Khen thưởng và thi đua tháng, Quý, năm hấp dẫn - Được đào tạo, rèn luyện trong môi trường năng động, chuyên nghiệp - Du lịch 1 năm 1 lần, được tham gia các hoạt động giao lưu thường niên của chi nhánh và tập đoàn - Có cơ hội chứng tỏ năng lực cá nhân, phát triển bản thân và thăng tiến rõ ràng:","Số nhà 34 đường 442 Khu dân cư An Trang, Xã An Đồng, Huyện An Dương, Thành phố Hải Phòng",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/12/dde7f928a45e07005e4f_171815609346.jpg,"Số nhà 34 đường 442 Khu dân cư An Trang, Xã An Đồng, Huyện An Dương, Thành phố Hải Phòng",10 - 150 người
Nhân Viên Phục Vụ Bar Tây Ca Tối (Nữ) - Thu Nhập Trên 20 Triệu,Công Ty TNHH Welcome Inn,20 - 30 triệu,30/05/2024,28/06/2024,TP.HCM,8,,"Chào đón khách ,Ghi lại order nhận order , giao tiếp và phục vụ khách hàng với thái độ thân thiện Sắp xếp chỗ ngồi và hướng dẫn khách vào bar. Tư vấn cho khách về các loại đồ uống, thức ăn. Cụ thể công việc trao đổi khi phỏng vấn. Full time: ca 8 tiếng (Nhiều ca để các bạn lựa chọn. Có ca cho các bạn sv) +15pm - 11pm +16pm - 00am +17pm -1 am +18pm - 2am","Ngoại hình ưa nhìn cao 1m55 CHỈ TUYỂN NỮ từ 18 tới 27 tuổi. Ưu tiên sinh viên làm việc siêng năng Năng động - Thật thà - Có tinh thần trách nhiệm cao. Chịu học hỏi. Ưu tiên biết tiếng anh, tiếng Hoa 1 số câu giao tiếp thông thường càng tốt nếu không biết SẼ được hướng dẫn Liên hệ chị Như: 0977482239/ 0908810696","Lương cơ bản + tiền nước + tip tab + tăng ca + thưởng hàng tháng + thưởng cuối năm => Thu nhập từ 20 triệu (thực tế chưa tính tip , tip tay tự cầm không cần chia ) Môi trường làm việc thân thiện , lịch sự, thoải mái Điều kiện tốt cho những bạn muốn trau dồi và nâng cao trình độ ngoại ngữ. CAM KẾT KHÔNG PHỤC VỤ NHẠY CẢM. KHÔNG TRÁI PHÉP.","56 Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/30/logo welcom_171704447079.jpg,"56 Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",10 - 150 người
Kỹ Sư QS (Đấu Thầu),Công Ty CP Hóa Chất Xây Dựng Bách Khoa,13 - 15 triệu,30/05/2024,15/06/2024,Hà Nội,2,1 năm,"Triển khai bản vẽ shop drawing Tính toán khối lượng Lập biện pháp thi công Phối hợp thực hiện hồ sơ nghiệm thu, hoàn công Lập và bảo vệ khối lượng hồ sơ thanh quyết toán với CĐT Xây dựng định mức, cấu tạo đơn giá chào thầu (đối với dự án có yêu cầu) Lập hồ sơ dự thầu (đối với dự án có yêu cầu). Thực hiện một số công việc khác theo phân công của cấp trên","Sử dụng thành thạo AutoCAD, ưu tiên đã có kinh nghiệm thực hiện triển khai bản vẽ thi công (Shopdrawing) các hạng mục hoàn thiện. Sử dụng thành thạo Excel, ưu tiên đã có kinh nghiệm bóc tách khối lượng các hạng mục hoàn thiện và lập dự toán dự thầu. Có kỹ năng chiết tính và xây dựng định mức, cấu tạo đơn giá.","Hưởng lương cơ bản từ 13-15tr/tháng Hưởng lương theo dự án Đóng BHXH đầy đủ Môi trường làm việc: Chuyên nghiệp, thân thiện, cởi mở Được đào tạo bài bản nhằm phát huy khả năng bản thân","Phòng 2904, tháp A, chung cư thăng long Number one, 289 Khuất Duy Tiến, Trung Hòa, Cầu Giấy, HN",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/5fe62bfec856b9ade231312ecc7e5642_5df87f2122735_1576566561.png,"Phòng 2904, tháp A, chung cư thăng long Number one, 289 Khuất Duy Tiến, Trung Hòa, Cầu Giấy, HN",10 - 150 người
Nhân Viên Quản Lý Đơn Hàng (Tiền Giang),Công Ty TNHH Túi Xách Simone Việt Nam Tg,10 - 15 triệu,03/06/2024,25/06/2024,Tiền Giang,3,1 năm,"- Theo dõi bảng cân đối phụ liệu, order nguyên phụ liệu - Theo dõi tiến trình sản xuất,Theo dõi số lượng đơn hàng, số lượng sản xuất, theo dõi mẫu mã trước khi sản xuất ….. - Quản lý sản xuất và kế hoạch các đơn hàng gia công may mặc tại nhà máy chuyên Xuất Khẩu đi thị trường Mỹ. - Báo cáo tình hình kế hoạch sản xuất cho các bộ phận liên quan và Ban Giám Đốc. - Có trách nhiệm đặt hàng và giám sát các Nguyên Phụ Liệu sản xuất","- Biết Tiếng Anh giao tiếp - Thành thạo tin học văn phòng - Chịu được áp lực công việc, tiếp thu nhanh, mong muốn gắn bó lâu dài với công ty - Ưu tiên có kinh nghiệm làm cho công ty sản xuất (về PD, PM, Costing, định mức hoặc phát triển)","- Lương cao theo năng lực của ứng viên - Tham gia chế độ (BHXH, BHYT, BHTN), công đoàn đầy đủ - Thưởng các ngày lễ, tết - Có lương tháng thứ 13 theo quy định công ty - Theo luật lao động Việt Nam - Du lịch hàng năm - Khám sức khỏe định kỳ 2 lần / năm - Được làm việc trong một môi trường chuyên nghiệp, năng động, hiện đại - Có cơ hội thăng tiến cao trong công việc","Khu Công Nghiệp Tân Hương, Châu Thành, Tỉnh Tiền Giang",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/65cb0d632cf53af14c1da89fc1739a54_5f6b00824a742_1600848002.jpeg,"Khu Công Nghiệp Tân Hương, Châu Thành, Tỉnh Tiền Giang",Trên 300 người
Quận 1 - Nhân Viên Tư Vấn Chốt Đơn / Telesale / Call Center Kinh Nghiệm Trên 3 Tháng (Thu Nhập 15 - 25 Triệu),Công Ty TNHH Careline Solution,15 - 25 triệu,16/05/2024,12/06/2024,TP.HCM,5,,"- Tiếp nhận data khách hàng tiềm năng có sẵn của Công ty. Sale tại văn phòng, không cần tìm kiếm khách hàng mới, không cần đi thị trường. - Gọi điện đến khách hàng thông báo các chương trình ưu đãi trong năm, tư vấn và thuyết phục khách hàng sử dụng các sản phẩm chăm sóc sức khỏe, mỹ phẩm,... - Cập nhật lên hệ thống: Thông tin khách hàng, tình trạng tư vấn, báo cáo doanh thu định kỳ - Gửi báo cáo công việc lên cấp trên theo yêu cầu * Địa chỉ văn phòng làm việc: 290 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. HCM","* TỐI THIỂU 3 THÁNG KINH NGHIỆM trong mảng Call center/ Telesale/ Direct sales/ Bán hàng qua điện thoại/ Tư vấn viên qua điện thoại/ Trực tổng đài/ CSKH qua điện thoại,... (ỨNG VIÊN CHƯA CÓ KINH NGHIỆM VỀ MẢNG NÀY VUI LÒNG KHÔNG NỘP HỒ SƠ) - Độ tuổi từ 20 – 35 tuổi (Làm Fulltime không vướng bận việc học) - Không yêu cầu bằng cấp - Ưu tiên các Ứng viên am hiểu về dược, hóa mỹ phẩm, dinh dưỡng (Không bắt buộc) hoặc các ngành liên quan - Giọng nói lưu loát, rõ ràng, nhẹ nhàng, dễ nghe - Biết sử dụng tin học văn phòng cơ bản","1. Lương thưởng: - Thời gian thử việc: 2 tháng (Vẫn được Hưởng 100% lương) - Lương cứng: 8.000.000 - 9.000.000 đồng (Thỏa thuận tùy theo năng lực ứng viên) + Thưởng KPIs - Thời gian làm việc: Fulltime xoay ca (Ca 1: 8h - 17h; Ca 2 : 8h30 - 17h30; Ca 3: 14h - 22h). Nghỉ 1 ngày không cố định trong tuần, có thêm Phụ cấp: 1.200.000 đồng => Thu nhập ổn định từ 15.000.000 - 25.000.000 đồng/ tháng (Không giới hạn với các ứng viên có năng lực tốt) 2. Quyền lợi chung: - Khám sức khỏe định kỳ hàng năm - Được đào tạo bài bản về kiến thức chuyên môn và kĩ năng bán hàng - Được hưởng đầy đủ các chế độ theo quy định của pháp luật (BHYT, BHXH, BHTN) - Các chế độ phúc lợi theo nội quy, quy chế của Công ty (tham quan, nghỉ mát, lương thưởng, nghỉ lễ Tết...) - Công ty cấp sẵn Database khách hàng tiềm năng, cung cấp Laptop và thiết bị phục vụ cho công việc - Được làm việc trong môi trường chuyên nghiệp và thân thiện, trẻ trung - Có nhiều cơ hội thăng tiến và phát triển nghề nghiệp - Ứng viên phỏng vấn đạt yêu cầu sẽ nhận việc ngay","290 Hai Bà Trưng, Phường Tân Định, Quận 1, TP Hồ Chí Minh",https://cdn1.vieclam24h.vn/images/default/2024/04/12/z5340262864557_1b05f68b0e77943f335e103c00e5a40a_171290294731.jpg,"290 Hai Bà Trưng, Phường Tân Định, Quận 1, TP Hồ Chí Minh",150 - 300 người
Nhân Viên Kinh Doanh Online (Sale Online) Tại Bắc Binh,Công Ty TNHH Thương Mại Dịch Vụ Lux Hair,15 - 25 triệu,10/06/2024,30/06/2024,"Bắc Ninh , Hà Nội",10,Dưới 1 năm,"- Tìm kiếm khách hàng nước ngoài, tư vấn và chốt đơn - Quản lý profile trên mạng xã hội: fanpage, instagram, VK, WhatsApp (theo mẫu và qui trình của công ty) - Tư vấn khách hàng từ dữ liệu quảng cáo - Thực hiện các nhiệm vụ khác khi được yêu cầu","- Giao tiếp tiếng anh cơ bản (Ưu tiên ứng viên có thể giao tiếp 1 trong các ngôn ngữ sau: Tây Ban Nha, Thái, Nga - Nữ dưới 30 tuổi - Tốt nghiệp cao đẳng trở lên, chấp nhận sinh viên chờ bằng, sử dụng co bản word, excell - Không yêu cầu kinh nghiệm sẽ được đào tạo","- Lương cứng 8-10Tr + % hoa hồng + thưởng --> Thu nhập từ 15-25Tr/Tháng - Chế độ BHXH, BHYT, lương tháng 13, nghỉ phép, du lịch - Cấp điện thoại, laptop phục vụ công việc - Hỗ trợ chỗ ở cho nhân viên - Trợ cấp gửi xe, ăn trưa - Giờ làm việc giờ hành chính: từ thứ 2- thứ 6","Thôn Đông Bích, Xã Đông Thọ, Huyện Yên Phong, Bắc Ninh",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/10/b30b76da268785d9dc96_171798466481.jpg,"Thôn Đông Bích, Xã Đông Thọ, Huyện Yên Phong, Bắc Ninh",10 - 150 người
"Nhân Viên Kinh Doanh Vật Tư Thiết Bị Y Tế Tại Huế, Đà Nẵng",Cn Công Ty TNHH 4-Life Việt Nam,10 - 15 triệu,05/06/2024,20/06/2024,"Thừa Thiên Huế , Đà Nẵng",Nam,2 năm,"· Thiết lập, xây dựng mối quan hệ với khách hàng, khách hàng mục tiêu trên địa bàn phụ trách · Phát triển thị trường mới, sản phẩm mới · Lập kế hoạch kinh doanh trên địa bàn phụ trách · Thực thi công việc kinh doanh, Marketing tại địa bàn phụ trách · Cung cấp thông tin sản phẩm, dịch vụ tốt nhất đến khách hàng trên địa bàn phụ trách · Hoàn thành mục tiêu kinh doanh theo kế hoạch · Nắm bắt thông tin thay đổi trên thị trường, tình hình hoạt động của các sản phẩm cạnh tranh · Tìm hiểu và nắm rõ nhu cầu của khách hàng, lập kế hoạch và giải pháp đề xuất các giải pháp thực thi kế hoạch kinh doanh để hoàn thành mục tiêu · Lập kế hoạch và báo cáo công việc hàng tuần/tháng/quý cho cấp quản lý","- Tốt nghiệp đại học/ cao đẳng các ngành: Y, Dược, Kỹ thuật, Công nghệ, Y sinh, Công nghệ sinh học, Marketing, QTKD, Thương mại … - Kinh nghiệm từ 2 năm trở lên trong lãnh vực TBYT, Dược ở thị trường Quảng Nam, Đà Nẵng, Huế, Quảng Bình, Quảng Trị, Nghệ An, Hà Tĩnh - Kỹ năng vi tính: Word, Excel, Power Point - Vui vẻ, nhiệt tình, chịu khó, nhiệt huyết, đam mê công việc, sẵn sàng đi công tác","- Lương cơ bản: thương lượng theo năng lực, kinh nghiệm - Lương tháng 13 - Thưởng doanh số theo chính sách kinh doanh của Công ty - Các chế độ ngày nghỉ, sinh nhật, lễ, Tết, du lịch theo chính sách Công ty - Thời gian làm việc giờ hành chính: Từ thứ 2 đến thứ 6, sáng thứ 7 - Địa điểm làm việc: Tại Đà Nẵng hoặc Huế","Tầng 1, 326 Cách Mạng Tháng Tám, Phường 10, Quận 3, TP Hồ Chí Minh",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/05/pictures_library_16480_20191206100536_3744_171755187741.jpg,"Tầng 1, 326 Cách Mạng Tháng Tám, Phường 10, Quận 3, TP Hồ Chí Minh",10 - 150 người
Nhân Viên Kinh Doanh,Công Ty TNHH Sản Xuất In Bao Bì Toàn Cầu,10 - 20 triệu,24/05/2024,30/06/2024,TP.HCM,5,,"Tạo ra doanh thu trực tiếp cho công ty thông qua việc phát triển thị trường. Phối hợp với bộ phận Marketing trực page giới thiệu, tư vấn và quảng bá sản phẩm của Công ty đến khách hàng. Bám sát tiến độ tài chính theo kế hoạch và hợp đồng với khách hàng Phối hợp với các phòng ban để xử lý các vấn đề phát sinh về đơn hàng và yêu cầu của khách hàng liên quan đến sản phẩm sau bán hang. Trực tiếp triển khai đơn hàng khách hàng đến các phòng ban để phối hợp và thực hiện Nắm bắt đầy đủ thông tin, tình huống phát sinh để xử lý trực tiếp và thông báo cho cấp trên. Thường xuyên trao đổi, thông báo tiến độ và giải đáp thắc mắc của khách hàng trong quá trình triển khai đơn hang. Tổng hợp báo cáo kết quả thực hiện các đơn hàng được giao với cấp trên.","Từ 22 - 35 tuổi. Tốt Nghiệp Cao Đẳng trở lên Có kinh nghiệm từ 1 – 2 năm Kỹ năng giao tiếp tốt, thuyết trình lưu loát, đàm phán hiệu quả. Chăm chỉ, cẩn thận, trách nhiệm cao, có tinh thần đồng đội. Có khả năng làm việc theo nhóm, chịu được áp lực","Lương cơ bản: 8triệu + hoa hồng => tổng thu nhập từ 10 triệu - 20 triệu trở lên tùy vào năng lực ứng viên Thưởng cuối năm, thưởng các ngày lễ, Tết Hưởng 100% lương sau 2 tháng thử việc Phụ cấp cơm trưa Các chế độ theo đúng luật lao động: BHXH, BHTN, BHYT... Được hỗ trợ dào tạo kĩ năng sale và kiến thức bao bì hấp dẫn","Xưởng 110 đường 89, ấp Cây Da, xã Tân Phú Trung, Củ Chi, TP. HCM",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/24/toàn cầu_171651706443.jpg,"Xưởng 110 đường 89, ấp Cây Da, xã Tân Phú Trung, Củ Chi, TP. HCM",10 - 150 người
